term_id,concept_id,source_term,preferred_id,variants,rejected,scope,register,status,evidence,notes
PC2E-TERM-0030,concept-toolkit-function,toolkit function,fungsi dasar,fungsi toolkit,,functions,formal,superseded,m49301 first substantive use,Superseded by the fuller PC2E-TERM-0085 record for the same concept.
PC2E-TERM-0031,concept-constant-function,constant function,fungsi konstan,,,functions,formal,accepted,standard Indonesian mathematical usage,
PC2E-TERM-0032,concept-identity-function,identity function,fungsi identitas,,,functions,formal,accepted,standard Indonesian mathematical usage,
PC2E-TERM-0033,concept-absolute-value-function,absolute value function,fungsi nilai mutlak,,,functions,formal,accepted,standard Indonesian mathematical usage,
PC2E-TERM-0034,concept-quadratic-function,quadratic function,fungsi kuadrat,,,functions,formal,accepted,standard Indonesian mathematical usage,
PC2E-TERM-0035,concept-cubic-function,cubic function,fungsi kubik,,,functions,formal,accepted,standard Indonesian mathematical usage,
PC2E-TERM-0036,concept-reciprocal-function,reciprocal function,fungsi resiprokal,fungsi kebalikan,,functions,formal,accepted,distinguishes reciprocal from inverse function,Use resiprokal to avoid collision with fungsi invers.
PC2E-TERM-0037,concept-reciprocal-squared-function,reciprocal squared function,fungsi kuadrat resiprokal,fungsi resiprokal kuadrat,,functions,formal,accepted,m49301 formula 1/x^2,
PC2E-TERM-0038,concept-square-root-function,square root function,fungsi akar kuadrat,,,functions,formal,accepted,standard Indonesian mathematical usage,
PC2E-TERM-0039,concept-cube-root-function,cube root function,fungsi akar pangkat tiga,fungsi akar kubik,,functions,formal,accepted,standard Indonesian mathematical usage,
PC2E-TERM-0040,concept-interval-notation,interval notation,notasi interval,,,sets and functions,formal,accepted,m49304 first substantive use,
PC2E-TERM-0041,concept-set-builder-notation,set-builder notation,notasi pembentuk himpunan,,,sets and functions,formal,accepted,m49304 first substantive use,
PC2E-TERM-0042,concept-piecewise-function,piecewise function,fungsi sesepenggal,fungsi sepotong-sepotong|fungsi potongan,,functions,formal,accepted,official Kemdikbudristek 2024 advanced-mathematics textbook and m49304 terminology QA,Introduce fungsi sesepenggal with the explanatory gloss fungsi yang didefinisikan secara sepotong-sepotong at first substantive use.
PC2E-TERM-0043,concept-piecewise-defined-function,piecewise-defined function,fungsi yang didefinisikan secara sesepenggal,fungsi yang didefinisikan secara sepotong-sepotong,,functions,formal,accepted,official Kemdikbudristek 2024 advanced-mathematics textbook and m49304 terminology QA,Use fungsi sesepenggal as the concise concept label.
PC2E-TERM-0044,concept-even-root,even root,akar berpangkat genap,,,radicals and functions,formal,accepted,m49304 first substantive use,
PC2E-TERM-0045,concept-real-number-line,real-number line,garis bilangan real,,,sets and functions,formal,accepted,m49304 first substantive use,
PC2E-TERM-0046,concept-endpoint,endpoint,titik ujung,,,intervals and graphs,formal,accepted,m49304 first substantive use,
PC2E-TERM-0047,concept-union,union,gabungan,gabungan himpunan,,sets and intervals,formal,accepted,m49304 first substantive use,
PC2E-TERM-0048,concept-viewing-window,viewing window,jendela tampilan,,,graphing technology,formal,accepted,m49304 technology exercises,
PC2E-TERM-0049,concept-magnitude,magnitude,besar nilai,magnitudo,,absolute value,formal,accepted,m49304 absolute-value explanation,Prefer besar nilai in explanatory prose.
PC2E-TERM-0050,concept-modulus,modulus,modulus,,,absolute value,formal,accepted,m49304 absolute-value explanation,
PC2E-TERM-0051,concept-open-interval,open interval,interval terbuka,,,sets and intervals,formal,accepted,m49304 first substantive use,
PC2E-TERM-0052,concept-closed-interval,closed interval,interval tertutup,,,sets and intervals,formal,accepted,m49304 first substantive use,
PC2E-TERM-0053,concept-half-open-interval,half-open interval,interval setengah terbuka,interval setengah tertutup,,sets and intervals,formal,accepted,m49304 first substantive use,Use the variant only when emphasizing the closed endpoint.
PC2E-TERM-0054,concept-infinity,infinity,tak hingga,,,sets and intervals,formal,accepted,m49304 interval notation,
PC2E-TERM-0055,concept-verbal-exercises,Verbal,Verbal,,,section-exercise label,formal,accepted,m49304 section exercises,The same spelling is established Indonesian usage.
PC2E-TERM-0056,concept-algebraic-exercises,Algebraic,Aljabar,,,section-exercise label,formal,accepted,m49304 section exercises,
PC2E-TERM-0057,concept-graphical-exercises,Graphical,Grafis,,,section-exercise label,formal,accepted,m49304 section exercises,
PC2E-TERM-0058,concept-numeric-exercises,Numeric,Numerik,,,section-exercise label,formal,accepted,m49304 section exercises,
PC2E-TERM-0059,concept-technology-exercises,Technology,Teknologi,,,section-exercise label,formal,accepted,m49304 section exercises,
PC2E-TERM-0060,concept-extension-exercises,Extension,Pengayaan,,,section-exercise label,formal,accepted,m49304 section exercises,
PC2E-TERM-0061,concept-real-world-applications,Real-World Applications,Aplikasi Dunia Nyata,,,section-exercise label,formal,accepted,m49304 section exercises,
PC2E-TERM-0062,concept-nonnegative,nonnegative,nonnegatif,tak negatif; tidak negatif,taknegatif,sign and range language,formal,accepted,m49304 radicand and range explanations,Use the closed compound nonnegatif consistently in formal mathematical prose.
PC2E-TERM-0063,concept-rate-of-change,rate of change,laju perubahan,,,functions and modeling,formal,accepted,m49306 first substantive use,
PC2E-TERM-0064,concept-average-rate-of-change,average rate of change,laju perubahan rata-rata,,,functions and modeling,formal,accepted,m49306 first substantive use,
PC2E-TERM-0065,concept-increasing-function,increasing function,fungsi naik,fungsi yang naik,meningkat,functions and graphs,formal,accepted,m49306 definition and glossary,Use naik for the formal interval property; meningkat remains available as an ordinary descriptive verb.
PC2E-TERM-0066,concept-decreasing-function,decreasing function,fungsi turun,fungsi yang turun,menurun,functions and graphs,formal,accepted,m49306 definition and glossary,Use turun for the formal interval property; menurun remains available as an ordinary descriptive verb.
PC2E-TERM-0067,concept-local-maximum,local maximum,maksimum lokal,,,functions and graphs,formal,accepted,m49306 first substantive use,
PC2E-TERM-0068,concept-local-minimum,local minimum,minimum lokal,,,functions and graphs,formal,accepted,m49306 first substantive use,
PC2E-TERM-0069,concept-local-extrema,local extrema,ekstrem lokal,ekstremum lokal,,functions and graphs,formal,accepted,m49306 definition and glossary,Use ekstrem lokal as the corpus label; ekstremum is retained only for a single extremum in explanatory prose.
PC2E-TERM-0070,concept-absolute-maximum,absolute maximum,maksimum mutlak,,,functions and graphs,formal,accepted,m49306 first substantive use,
PC2E-TERM-0071,concept-absolute-minimum,absolute minimum,minimum mutlak,,,functions and graphs,formal,accepted,m49306 first substantive use,
PC2E-TERM-0072,concept-electrostatic-force,electrostatic force,gaya elektrostatik,,,applications,formal,accepted,m49306 Example 5,
PC2E-TERM-0073,concept-algebraic-operation,algebraic operation,operasi aljabar,,,function operations,formal,accepted,m49308 section heading and explanation,
PC2E-TERM-0074,concept-combine-functions,combine functions,menggabungkan fungsi,mengombinasikan fungsi,,function operations,formal,accepted,m49308 term-00002 and explanatory prose,Use menggabungkan for the general operation and mengomposisikan for composition specifically.
PC2E-TERM-0075,concept-function-composition,function composition,komposisi fungsi,composition of functions,,function composition,formal,accepted,m49308 title and term-00003,
PC2E-TERM-0076,concept-composite-function,composite function,fungsi komposit,,,function composition,formal,accepted,m49308 term-00004 and glossary,
PC2E-TERM-0077,concept-composition-operator,composition operator,operator komposisi,,,function composition,formal,accepted,m49308 fs-id1165137466004,
PC2E-TERM-0078,concept-inner-function,inner function,fungsi dalam,,,function composition,formal,accepted,m49308 evaluation procedure and key concepts,Use fungsi dalam rather than fungsi bagian dalam.
PC2E-TERM-0079,concept-outer-function,outer function,fungsi luar,,,function composition,formal,accepted,m49308 evaluation procedure and key concepts,
PC2E-TERM-0080,concept-component-function,component function,fungsi komponen,fungsi penyusun,,function composition,formal,accepted,m49308 learning objective and decomposition section,
PC2E-TERM-0081,concept-decompose-composite-function,decompose a composite function,menguraikan fungsi komposit,dekomposisi fungsi komposit,,function composition,formal,accepted,m49308 term-00007,
PC2E-TERM-0082,concept-composite-function-domain,domain of a composite function,domain fungsi komposit,,,function composition,formal,accepted,m49308 term-00006 and definition,
PC2E-TERM-0083,concept-commutative,commutative,komutatif,,,function composition,formal,accepted,m49308 term-00005,
PC2E-TERM-0084,concept-function-transformation,function transformation,transformasi fungsi,,,function transformations,formal,accepted,m49312 title and instructional prose,
PC2E-TERM-0085,concept-toolkit-function,toolkit function,fungsi dasar,fungsi acuan,fungsi perangkat,function transformations,formal,accepted,m49312 recurring prose,Use fungsi dasar consistently; reject the literal and unnatural fungsi perangkat.
PC2E-TERM-0086,concept-vertical-shift,vertical shift,pergeseran vertikal,,,function transformations,formal,accepted,m49312 term-00002 and glossary,
PC2E-TERM-0087,concept-horizontal-shift,horizontal shift,pergeseran horizontal,,,function transformations,formal,accepted,m49312 term-00004 and glossary,
PC2E-TERM-0088,concept-vertical-reflection,vertical reflection,pencerminan vertikal,,,function transformations,formal,accepted,m49312 term-00005 and glossary,Reflection across the x-axis by multiplying outputs by minus one.
PC2E-TERM-0089,concept-horizontal-reflection,horizontal reflection,pencerminan horizontal,,,function transformations,formal,accepted,m49312 term-00006 and glossary,Reflection across the y-axis by multiplying inputs by minus one.
PC2E-TERM-0090,concept-even-function,even function,fungsi genap,,,function symmetry,formal,accepted,m49312 term-00007 and glossary,
PC2E-TERM-0091,concept-odd-function,odd function,fungsi ganjil,,,function symmetry,formal,accepted,m49312 term-00008 and glossary,
PC2E-TERM-0092,concept-vertical-stretch,vertical stretch,peregangan vertikal,,,function transformations,formal,accepted,m49312 term-00009 and glossary,
PC2E-TERM-0093,concept-vertical-compression,vertical compression,pemampatan vertikal,,,function transformations,formal,accepted,m49312 term-00010 and glossary,
PC2E-TERM-0094,concept-horizontal-stretch,horizontal stretch,peregangan horizontal,,,function transformations,formal,accepted,m49312 term-00011 and glossary,
PC2E-TERM-0095,concept-horizontal-compression,horizontal compression,pemampatan horizontal,,,function transformations,formal,accepted,m49312 term-00012 and glossary,
PC2E-TERM-0096,concept-absolute-value,absolute value,nilai mutlak,,,absolute value,formal,accepted,m49314 term-00002 and recurring prose,
PC2E-TERM-0097,concept-absolute-value-equation,absolute value equation,persamaan nilai mutlak,,,absolute value equations,formal,accepted,m49314 term-00005 and glossary,
PC2E-TERM-0098,concept-absolute-value-inequality,absolute value inequality,pertidaksamaan nilai mutlak,ketidaksamaan nilai mutlak,,absolute value inequalities,formal,accepted,m49314 term-00006 and glossary,Use pertidaksamaan as the preferred Indonesian school-mathematics term.
PC2E-TERM-0099,concept-origin,origin,titik asal,,,coordinate geometry,formal,accepted,m49314 term-00003 and recurring graph descriptions,
PC2E-TERM-0100,concept-reciprocal-number,reciprocal,resiprokal,kebalikan,,numbers and functions,formal,accepted,m49320 glossary,Use for the multiplicative reciprocal of a number and keep distinct from an inverse function.
PC2E-TERM-0101,concept-inverse-function,inverse function,fungsi invers,fungsi balikan,fungsi kebalikan,inverse functions,formal,accepted,m49320 title definition and glossary,Keep distinct from fungsi resiprokal.
PC2E-TERM-0102,concept-domain-restriction,restricting the domain,membatasi domain,pembatasan domain,,inverse functions,formal,accepted,m49320 subsection and glossary,Use the verbal or nominal form according to sentence grammar.
PC2E-TERM-0103,concept-celsius,Celsius,Celsius,derajat Celsius,,temperature scales,formal,accepted,m49320 opener,Scale name is unchanged; use derajat Celsius only when degree wording is explicit.
PC2E-TERM-0104,concept-fahrenheit,Fahrenheit,Fahrenheit,derajat Fahrenheit,,temperature scales,formal,accepted,m49320 opener,Scale name is unchanged; use derajat Fahrenheit only when degree wording is explicit.
PC2E-TERM-0105,concept-graphing-utility,graphing utility,perangkat grafik,alat bantu grafik,,technology exercises,formal,accepted,m49306 visual accessibility and m49320 exercise instructions,Use consistently for a graphing calculator or equivalent graphing device unless the source names a specific tool.
PC2E-TERM-0106,concept-slope,slope,gradien,kemiringan,slope,linear functions,formal,accepted,m49324 term-00003 term-00009 and glossary,Use gradien as the formal mathematical term; kemiringan may explain the geometric intuition.
PC2E-TERM-0107,concept-y-intercept,y-intercept,titik potong sumbu y,intersep-y,,linear functions,formal,accepted,m49324 term-00004 and glossary,Name the axis explicitly in learner-facing prose.
PC2E-TERM-0108,concept-slope-intercept-form,slope-intercept form,bentuk gradien–titik potong sumbu y,bentuk gradien-intersep,,linear equations,formal,accepted,m49324 term-00001 and glossary,Use an en dash between the two defining components.
PC2E-TERM-0109,concept-point-slope-form,point-slope form,bentuk titik-gradien,bentuk titik-kemiringan,,linear equations,formal,accepted,m49324 term-00010 and glossary,
PC2E-TERM-0110,concept-increasing-linear-function,increasing linear function,fungsi linear naik,fungsi linear yang naik,,linear functions,formal,accepted,m49324 term-00007 and glossary,
PC2E-TERM-0111,concept-decreasing-linear-function,decreasing linear function,fungsi linear turun,fungsi linear yang turun,,linear functions,formal,accepted,m49324 term-00008 and glossary,
PC2E-TERM-0112,concept-linear-equation,linear equation,persamaan linear,,,linear equations,formal,accepted,m49324 section title and recurring prose,
PC2E-TERM-0113,concept-horizontal-line,horizontal line,garis horizontal,,,linear functions and graphs,formal,accepted,m50389 term and glossary,Use the axis orientation term garis horizontal consistently.
PC2E-TERM-0114,concept-parallel-lines,parallel lines,garis-garis sejajar,garis sejajar,,linear functions and graphs,formal,accepted,m50389 term and glossary,Use the plural form for the glossary concept and the singular form when grammar requires it.
PC2E-TERM-0115,concept-perpendicular-lines,perpendicular lines,garis-garis tegak lurus,garis tegak lurus,,linear functions and graphs,formal,accepted,m50389 term and glossary,Use tegak lurus rather than a transliterated form.
PC2E-TERM-0116,concept-vertical-line,vertical line,garis vertikal,,,linear functions and graphs,formal,accepted,m50389 term and glossary,
PC2E-TERM-0117,concept-x-intercept,x-intercept,titik potong sumbu x,intersep-x,,linear functions and graphs,formal,accepted,m50389 term and glossary,Name the axis explicitly in learner-facing prose.
PC2E-TERM-0118,concept-system-linear-equations,system of linear equations,sistem persamaan linear,,,linear systems,formal,accepted,m50389 systems-by-graphing section,
PC2E-TERM-0119,concept-break-even-point,break-even point,titik impas,,,linear modeling,formal,accepted,m50389 helmet cost-and-revenue example,
PC2E-TERM-0120,concept-rise,rise,kenaikan,,,slope and graphing,formal,accepted,m50389 graphing procedure and localized figures,Use kenaikan for the signed vertical change in the rise-over-run ratio.
PC2E-TERM-0121,concept-run,run,pergeseran mendatar,,,slope and graphing,formal,accepted,m50389 graphing procedure and localized figures,Use pergeseran mendatar for the signed horizontal change in the rise-over-run ratio.
PC2E-TERM-0122,concept-compression,compression,pemampatan,kompresi,,function transformations,formal,accepted,m50389 term-00004 and transformation prose,Prefer the established Indonesian mathematical noun pemampatan.
PC2E-TERM-0123,concept-modeling,modeling,pemodelan,memodelkan,,mathematical modeling,formal,accepted,m49326 title and recurring prose,Use pemodelan as the noun and memodelkan as the verb.
PC2E-TERM-0124,concept-linear-model,linear model,model linear,,,linear modeling,formal,accepted,m49326 title and examples,
PC2E-TERM-0125,concept-initial-value,initial value,nilai awal,,,linear modeling,formal,accepted,m49326 term-00002 and glossary,
PC2E-TERM-0126,concept-constant-rate-of-change,constant rate of change,laju perubahan konstan,,,linear modeling,formal,accepted,m49326 term-00003 and glossary,
PC2E-TERM-0127,concept-system-linear-models,system of linear models,sistem model linear,,,linear modeling,formal,accepted,m49326 systems section,Use sistem persamaan linear when the source specifically names equations rather than models.
PC2E-TERM-0128,concept-unit-analysis,unit analysis,analisis satuan,,,model validation,formal,accepted,m49326 modeling procedure and glossary,
PC2E-TERM-0129,concept-scatter-plot,scatter plot,diagram pencar,plot pencar,,statistics and data modeling,formal,accepted,m49327 title prose exercises and accessibility text,Use diagram pencar consistently in formal learner-facing prose.
PC2E-TERM-0130,concept-line-of-best-fit,line of best fit,garis kecocokan terbaik,garis paling sesuai,,linear regression,formal,accepted,m49327 instructional prose and localized figures,Use garis kecocokan terbaik as the stable term and garis yang paling sesuai only in explanatory prose.
PC2E-TERM-0131,concept-interpolation,interpolation,interpolasi,,,mathematical modeling,formal,accepted,m49327 term-00002 and recurring prose,
PC2E-TERM-0132,concept-extrapolation,extrapolation,ekstrapolasi,,,mathematical modeling,formal,accepted,m49327 term-00001 and recurring prose,
PC2E-TERM-0133,concept-model-breakdown,model breakdown,kegagalan model,,,model validation,formal,accepted,m49327 term-00003 and glossary,
PC2E-TERM-0134,concept-least-squares-regression,least-squares regression,regresi kuadrat terkecil,,,statistics and linear regression,formal,accepted,m49327 method definition examples and glossary,The objective is the sum of squared vertical residuals.
PC2E-TERM-0135,concept-correlation-coefficient,correlation coefficient,koefisien korelasi,,,statistics and linear regression,formal,accepted,m49327 term-00004 and recurring prose,Retain the symbol r and state that it measures linear association.
PC2E-TERM-0136,concept-regression-line,regression line,garis regresi,,,statistics and linear regression,formal,accepted,m49327 term-00005 and recurring prose,
PC2E-TERM-0137,concept-complex-number,complex number,bilangan kompleks,,,complex numbers,formal,accepted,m49335 title definitions examples exercises and glossary,
PC2E-TERM-0138,concept-imaginary-number,imaginary number,bilangan imajiner,,,complex numbers,formal,accepted,m49335 prose examples exercises and glossary,Use for numbers of the form bi with real b; do not use angka imajiner.
PC2E-TERM-0139,concept-imaginary-unit,imaginary unit,unit imajiner,,,complex numbers,formal,accepted,m49335 definition of i,Retain the symbol i unchanged.
PC2E-TERM-0140,concept-real-part,real part,bagian real,,,complex numbers,formal,accepted,m49335 prose figures exercises and glossary,
PC2E-TERM-0141,concept-imaginary-part,imaginary part,bagian imajiner,,,complex numbers,formal,accepted,m49335 prose figures exercises and glossary,Use bagian imajiner for 2i in Figure 03_01_001; the source alt incorrectly says complex part.
PC2E-TERM-0142,concept-complex-plane,complex plane,bidang kompleks,,,complex-number geometry,formal,accepted,m49335 section title prose figures exercises and glossary,
PC2E-TERM-0143,concept-real-axis,real axis,sumbu real,,,complex-number geometry,formal,accepted,m49335 plotting section figures exercises and glossary,
PC2E-TERM-0144,concept-imaginary-axis,imaginary axis,sumbu imajiner,,,complex-number geometry,formal,accepted,m49335 plotting section figures exercises and glossary,
PC2E-TERM-0145,concept-complex-conjugate,complex conjugate,konjugat kompleks,,,complex-number arithmetic,formal,accepted,m49335 division section examples key concepts and glossary,
PC2E-TERM-0146,concept-parabola,parabola,parabola,,,quadratic functions,formal,accepted,m49337 prose figures examples exercises and glossary,Identical standard Indonesian mathematical term.
PC2E-TERM-0147,concept-vertex,vertex,titik puncak,puncak,,quadratic functions and conics,formal,accepted,m49337 prose figures procedures exercises and glossary,Prefer titik puncak in formal learner-facing prose.
PC2E-TERM-0148,concept-axis-of-symmetry,axis of symmetry,sumbu simetri,,,quadratic functions and conics,formal,accepted,m49337 prose figures procedures exercises and glossary,
PC2E-TERM-0149,concept-function-zero,zero,nilai nol,nol fungsi|pembuat nol,,functions and equations,formal,accepted,m49337 zeros section and official 2024 Indonesian advanced-mathematics textbook pp. 70-86,Keep nilai nol for corpus consistency; pembuat nol is an accepted official Indonesian synonym while akar remains the term for an equation root.
PC2E-TERM-0150,concept-function-root,root,akar,,,functions and equations,formal,accepted,m49337 zeros section and glossary,Use as the equation-solving synonym of function zero.
PC2E-TERM-0151,concept-quadratic-general-form,general form of a quadratic function,bentuk umum fungsi kuadrat,bentuk umum,,quadratic functions,formal,accepted,m49337 definitions examples key equations and glossary,Preserve the source book's naming for ax²+bx+c.
PC2E-TERM-0152,concept-quadratic-standard-form,standard form of a quadratic function,bentuk standar fungsi kuadrat,bentuk standar,,quadratic functions,formal,accepted,m49337 definitions examples key equations and glossary,Preserve the source book's naming for a(x−h)²+k.
PC2E-TERM-0153,concept-quadratic-vertex-form,vertex form of a quadratic function,bentuk titik puncak fungsi kuadrat,bentuk titik puncak,,quadratic functions,formal,accepted,m49337 glossary,The source treats this as another name for its standard form.
PC2E-TERM-0154,concept-stretch-factor,stretch factor,faktor peregangan,,,function transformations,formal,accepted,m49337 transformation prose and procedures,
PC2E-TERM-0155,concept-leading-coefficient,leading coefficient,koefisien utama,,,polynomials and quadratic functions,formal,accepted,m49337 maximum-minimum and graph analysis prose,
PC2E-TERM-0156,concept-maximum-value,maximum value,nilai maksimum,,,functions and optimization,formal,accepted,m49337 maximum-minimum section examples figures and exercises,
PC2E-TERM-0157,concept-minimum-value,minimum value,nilai minimum,,,functions and optimization,formal,accepted,m49337 maximum-minimum section examples figures and exercises,
PC2E-TERM-0158,concept-power-function,power function,fungsi pangkat,,,power functions,formal,accepted,2024 Indonesian Ministry Matematika Tingkat Lanjut textbook and m49346 definitions examples exercises and glossary,
PC2E-TERM-0159,concept-coefficient,coefficient,koefisien,,,algebra and functions,formal,accepted,2024 Indonesian Ministry Matematika Tingkat Lanjut textbook and m49346 definition and glossary,
PC2E-TERM-0160,concept-polynomial-degree,degree,derajat,,,polynomials,formal,accepted,2024 Indonesian Ministry Matematika Tingkat Lanjut textbook printed pages 55–59 and m49346,
PC2E-TERM-0161,concept-leading-term,leading term,suku utama,,,polynomials,formal,accepted,2024 Indonesian Ministry Matematika Tingkat Lanjut textbook printed pages 56–59 and m49346,
PC2E-TERM-0162,concept-end-behavior,end behavior,perilaku ujung,,,function graphs,formal,accepted,2024 Indonesian Ministry Matematika Tingkat Lanjut textbook printed pages 57–59 and m49346,Use perilaku ujung for limiting graph direction as x approaches positive or negative infinity.
PC2E-TERM-0163,concept-turning-point,turning point,titik balik,,,function graphs,formal,accepted,m49346 definition figures exercises and glossary,Distinguish from titik belok which ordinarily denotes an inflection point.
PC2E-TERM-0164,concept-continuous-function,continuous function,fungsi kontinu,,,functions and analysis,formal,accepted,m49346 definition and glossary,
PC2E-TERM-0165,concept-smooth-curve,smooth curve,kurva mulus,kurva halus,,function graphs,formal,accepted,2024 Indonesian Ministry Matematika Tingkat Lanjut textbook uses both kurva mulus and kurva halus; m49346 uses kurva mulus,Prefer kurva mulus in the formal polynomial continuity definition; accept kurva halus as ordinary explanatory prose.
PC2E-TERM-0166,concept-even-power-function,even-powered power function,fungsi berpangkat genap,fungsi pangkat berderajat genap,,power functions,formal,accepted,m49346 parity section compared with the 2024 Ministry textbook's polynomial degree convention,Reserve berderajat genap for polynomials and use berpangkat genap for power functions.
PC2E-TERM-0167,concept-odd-power-function,odd-powered power function,fungsi berpangkat ganjil,fungsi pangkat berderajat ganjil,,power functions,formal,accepted,m49346 parity section compared with the 2024 Ministry textbook's polynomial degree convention,Reserve berderajat ganjil for polynomials and use berpangkat ganjil for power functions.
PC2E-TERM-0168,concept-polynomial-division,polynomial division,pembagian polinomial,pembagian suku banyak,,polynomial arithmetic,formal,accepted,m49348 definitions worked examples exercises and glossary,Use polinomial consistently with the established formal corpus term.
PC2E-TERM-0169,concept-long-division,long division,pembagian bersusun,pembagian panjang,,polynomial and whole-number division,formal,accepted,m49348 worked procedures figures and exercises,Use pembagian bersusun as the natural Indonesian procedural term; do not translate literally as pembagian panjang.
PC2E-TERM-0170,concept-synthetic-division,synthetic division,metode Horner,pembagian sintetis,,polynomial division,formal,accepted,official 2024 Indonesian advanced-mathematics textbook pp. 73-75 and m49348,Introduce once as metode Horner (pembagian sintetis); thereafter use metode Horner. Restricted to a divisor of the form x minus c.
